Source,Target
JUN,SPATA12
JUNB,SPATA12
JUN,SESN2
DLX4,ALB
PROX1,TWIST1
PROX1,AKT2
SREBF2,AACS
GATA6,CDX2
GATA6,APC
NFATC2,LGALS3
KLF2,CCR5
JUN,LY6K
JUNB,LY6K
FOSL1,LY6K
ZFP42,DPPA5
ZFP42,UTF1
JUN,CD8A
JUNB,CD8A
SATB1,ABL1
SATB1,CDH1
SATB1,MMP2
LYL1,STMN1
ZBTB16,ATP6V1B2
TWIST1,DKK1
TCF7L2,CRTC2
ID2,ITGAE
RUNX1,SOCS3
CRX,IGF2BP1
HIF1A,IGF2BP1
POU5F1,AKT1
NFE2L2,CISH
RUNX2,SMURF1
NFKB1,CXCL12
NFE2L2,TP53BP1
MNX1,PTGER2
CEBPG,HSF1
MEF2C,NOTCH3
JUN,PDGFRB
JUNB,PDGFRB
RUNX2,NEU2
SMAD6,PPARG
NFKB1,NOX1
RUNX2,BCL2
BCL6,EREG
JUN,WNT2
JUNB,WNT2
NFKB1,PCNA
NFKB1,TIMP3
RFX5,SIRT1
TBX3,PTEN
CEBPG,NOX4
CEBPG,ROS1
CEBPG,TRAF3IP2
NFE2L2,GRIN2B
TBX15,TFAP2A
MYC,SART3
DLX4,TWIST1
TBX15,BGLAP
PPARA,CTSB
JUN,PEA15
JUNB,PEA15
PPARG,PEA15
NFATC2,VRK2
SMAD2,SMARCD3
NOTO,NOTO
MYOG,MYL4
TCF3,SLC4A2
SMAD2,HAS1
SMAD3,HAS1
JUN,IL17A
JUNB,IL17A
NR3C1,H6PD
NFKB1,UGT1A1
PPARG,PKM
HIF1A,PRNP
MZF1,SELL
TBP,ABCB1
JUN,FASN
JUNB,FASN
MYC,PTEN
MEF2A,GSK3B
HIF1A,MME
CUX1,FBXO10
JUN,ADARB1
MYC,RAD21
RUNX1,TP53
RUNX1,CDKN1A
JUN,IL7
JUN,VEGFD
RUNX2,FOSL1
RUNX2,COL1A1
SP7,COL1A1
MEF2A,CD44
BCL6,HES5
NFKB1,SND1
ZEB1,CTNNB1
NR3C1,IP6K3
NFE2L2,S100A9
BCL6,IRF8
HMGA1,LIN28A
PPARA,C3
NFKB1,C3
TBX15,PSMD10
MYC,SIRT2
MYC,NEDD4
SALL4,EPCAM
SALL4,KRT19
HIF1A,EIF4EBP1
JUN,CYBB
HOXC4,TNFSF13
NFKB1,HOXC4
TCF3,ALX3
TWIST1,ALX3
PRRX1,VEGFA
NFKB1,PRDX1
SP7,MMP13
JUN,SLC11A1
HMGA1,FMNL2
MYC,MT-ATP6
TFE3,MYOG
PPARG,CITED2
IRF3,TSLP
HIF1A,MCL1
TEAD1,TNNT2
TEAD1,MRPL21
TEAD1,NDUFA6
SREBF1,COL6A1
TBX15,SENP2
HMGA1,CCNE1
HMGA1,PCNA
FOXA2,FTO
MYC,GATA4
NFKB1,SIN3A
SMAD3,BBC3
NFE2L2,CBR1
JUN,CXCL10
NFKB1,BIRC2
RUNX1,CSF3
NFKB1,TRIM63
POU5F1,TET2
HIF1A,ADIPOQ
SMAD2,NKX2-1
MEF2A,PCDH10
SMAD3,ANGPTL2
TFE3,GCK
JUN,IL20
JUNB,IL20
NR3C1,PDX1
NFE2L2,BCL2L1
NFKB1,LRWD1
FOXA2,BIRC3
PPARA,KLF4
PPARG,KLF4
PPARG,TLCD3B
GATA6,PPP1R14A
NFKB1,PPP1R14A
IKZF2,IL2
NFKB1,CCR1
MYC,PARP1
MYC,EGR1
ZIC1,DR1
GATA6,HCN4
GATA6,MYH6
NFKB1,AANAT
ZEB1,ESR1
HR,BRCA1
SALL4,PTEN
TFE3,ASPSCR1
TFE3,CYP17A1
TFE3,UPP1
ONECUT1,CYP3A4
FOXA2,NFYA
PPARA,CYP3A4
SREBF1,DGAT2
IRF3,TRIM63
POU5F1,CCNF
POU5F1,PPP1CC
POU5F1,PPP1R8
RXRA,CYP27B1
JUNB,ROCK1
GATA6,RPSA
MXI1,IFT20
NFKB1,ZEB1
NRG1,EGR3
FOSL1,GABRB3
JUN,SLC2A3
JUNB,SLC2A3
NR3C1,CFTR
NFKB1,SOCS3
RBPJL,KAT2B
RBPJL,PTF1A
CEBPG,BAK1
ZEB1,PLAU
POU3F1,LORICRIN
NFKB1,TERF1
NFKB1,TINF2
NR3C1,POT1
NR3C1,TERF1
NR3C1,TINF2
NFKB1,ACKR3
NFE2L2,BRCA1
PRRX1,SOX9
ZBTB16,SLAMF6
PPARA,FSHR
ARNT,TNF
NRG1,CTBP1
NRG1,MAPK1
PPARG,EGFR
RUNX2,GJA1
SP7,GJA1
NRG1,MMP9
HR,TNFRSF12A
NFE2L2,DPP3
CEBPG,ASNS
CEBPG,PAPSS2
SMAD3,SLC5A2
HMGA1,TAT
ISX,BCO1
HIF1A,PROX1
PROX1,HIF1A
NOTO,USP21
NFKB1,TLR4
SP7,CAMK2A
HIF1A,FSHB
ZNF143,POLR2F
ZNF143,ZNF91
POU5F1,MESP1
TCF3,SNAI1
NR3C1,NFIL3
PPARG,ACSL1
NR1D1,DRD3
SP7,DMP1
SP7,DSPP
SALL4,ABCA3
POU5F1,BIRC5
POU5F1,CCND1
TLX2,ANXA5
CUX1,CDH13
NFKB1,TNFSF4
NEUROD1,SOX2
ZEB1,TP63
HOXB7,SMARCA4
HOXB2,MMP9
POU5F1,MEIS1
PHF20,CDKN2A
JUN,TBP
JUNB,TBP
JUN,PTOV1
FOSL1,CHUK
FOSL1,EGFR
FOSL1,IKBKB
FOSL1,TGFA
JUN,IKBKB
JUNB,CHUK
KLF2,GATA4
KLF2,TBX5
KLF2,UGDH
HIF1A,MAD1L1
HIF1A,DEFB1
SP7,TXLNG
GFI1,HOXA9
NFKB1,PRKAA1
MYC,RAN
TBX18,SNAI2
HR,CCND1
HR,CDK4
JUN,RAB18
JUNB,RAB18
NFKB1,RNH1
JUN,WNT16
JUN,WNT9A
ZNF384,BDNF
MEF2A,SYT1
RUNX1,CDKN1B
RUNX1,CDKN1C
RUNX1,TNFSF10
TBP,LAMTOR5
TBP,LIN28B
TBP,MYH1
TEF,PER2
TEF,TNF
HIF1A,SNAI1
MYOG,MUSTN1
TBX15,DNASE2B
NR3C1,MT2A
MYC,GRK4
MZF1,PIK3R3
NR3C1,SP3
RUNX1,CLDN1
ATF6,IFRD1
NFKB1,TRPC6
SIX1,CCND1
SP7,IFITM5
JUN,CD24
CEBPG,HMGB1
TCF3,CD8A
TCF3,ID2
ID2,TCF3
NFKB1,LAMTOR5
MLXIP,MLH1
RXRA,ABCB11
RXRA,NR0B2
JUN,ADAM10
JUNB,ADAM10
CAMTA1,HSP90B2P
CAMTA1,NELFE
CAMTA1,RAB18
HIF1A,IL11
MYC,PSMA5
NFYB,ABI3
JUN,RASSF10
JUNB,RASSF10
POU5F1,CDKN2A
SATB1,SHKBP1
TWIST1,PHOX2B
GATA4,CCND1
PPARG,FAM3A
PPARA,FAM3A
JUN,AFF2
SATB1,MYC
SATB1,NUMB
CRX,SAMD7
SNW1,AR
CEBPG,UBR2
JUN,CPB2
JUNB,CPB2
NFKB1,ITGB1
JUN,HAMP
JUNB,HAMP
NFKB1,AGTRAP
JUN,PLEKHO1
GATA6,CX3CL1
GATA6,NOS3
GATA6,SERPINE1
NFKB1,CD274
HIF1A,TIGAR
POU2F1,SLC7A11
HR,CYP2B6
NFKB1,RPS6KA4
ZNF384,ADAMTS4
NEUROD1,MAPK14
MYC,HNRNPD
NFKB1,NKX2-8
PPARA,PLIN5
SREBF1,DGKQ
NFKB1,TACSTD2
MYC,ATF4
NFKB1,CAMK2D
MYC,ANGPTL4
BBX,BBX
BBX,KDM5D
RUNX2,ACAN
TLX1,CD44
GATA4,BMP2
ESRRG,SPP1
KLF3,C1QTNF12
FOXA2,TH
NFKB1,EIF4E
HIF1A,ITGB3
SFPQ,CTBP1
HIF1A,CDH5
SMAD2,POU5F1
NFKB1,CNTF
JUN,SERPINB3
JUNB,SERPINB3
DLX3,MMP9
TCF3,FGFR1
TCF3,ME3
JUN,NANOG
ZEB1,EPCAM
TBX2,WNT5B
NR3C1,IL10
NFKB1,IRF3
NFE2L2,CLDN4
IRF8,BCL2L1
NFKB1,GADD45G
SP7,PTH
ZBTB16,CDKN2B
PPARA,SULT1E1
SATB1,CCNE1
POU5F1,CCN2
NFE2L2,THOC1
NFE2L2,SHC1
NFE2L2,OGG1
DLX4,NLGN1
DLX4,NTRK2
MAF,TAL1
HR,MSX2
NFE2L2,PIK3R1
SREBF2,HMGCS1
PPARA,MBL2
SFPQ,EPHX1
MYC,MGMT
ATF6,ESRRG
ESRRG,ATF6
RUNX1,ATP7A
MYC,MMP1
PROX1,RORC
HEY2,MYL2
HEY2,MYL7
POU5F1,TERF1
MAFA,GSR
SMAD3,LTBP4
JUNB,ABCC3
SMAD2,CYP19A1
JUN,DKK1
TFAP4,CD44
TFAP4,CDH1
TFAP4,FN1
TFAP4,LGR5
TCF3,LHCGR
SFPQ,ACTB
SATB1,NES
PPARA,SPHK1
RUNX1,SUMO1
PPARA,CUBN
ONECUT1,MAFA
NFE2L2,CD86
NFE2L2,MAPK8
MYC,RPS14
IRF4,HLA-E
NFKB1,HSP90B1
HIF1A,SOST
NFKB1,EIF4H
NFKB1,ITCH
HIF1A,WSB1
MYC,TRAF6
BCL6,LITAF
TP73,EEF1A1
HR,CASP14
JUN,MACC1
JUNB,MACC1
ZNF362,AATF
IRF4,IFIT3
NKRF,PTGS2
JUNB,PAK3
MYC,SMAD2
SMAD2,MYC
TP73,TRIM32
NFE2L2,PRKAA1
NR3C1,RPS6KA5
HIF1A,PROM1
SIX1,MYOD1
IRF3,SEC14L1
HR,CYP3A4
RUNX2,THBS1
AIRE,BMP2
TCF3,BAG6
TCF3,YWHAG
TEF,MYH7
SOX6,MATN1
KLF2,CD36
TP73,PRODH
MZF1,KIR3DL1
ATF6,MANF
ZNF143,PTPN5
NFE2L2,CPOX
KLF2,HBD
JUN,TCF21
JUNB,TCF21
TBX2,GJC1
TBX3,GJC1
TBX3,GJC3
TBX3,HCN4
JUN,MAPK13
JUNB,MAPK13
NFKB1,CYP2A13
MEF2A,KLF4
TFE3,IRS2
TFE3,PNPLA2
NFE2L2,EXOC4
KLF2,CDH1
HNF4G,HAS2
MAF,CS
MAF,HAL
MAF,MAF1
PPARA,S1PR1
PPARG,S1PR1
TP73,ATG5
SMAD2,IL9
FOXA2,MUC5B
IRF3,IRF9
IRF3,IL17A
JUN,PSMA6
ATF6,HMGCR
ATF6,HMGCS2
IRF4,MCL1
NFKB1,PID1
NEUROD1,CREBBP
HIF1A,PTK6
JUN,CDH1
JUNB,CDH1
NFKB1,ETS1
NFKB1,THBS1
NRG1,ATP2C1
TWIST1,IL6R
ZFP42,BDKRB2
ZFP42,CCNB1
PPARA,GADD45B
JUN,CABIN1
JUNB,CABIN1
MYC,CDK5
SIX1,ZEB1
ZEB1,GRHL2
TP73,PLK1
HIF1A,SOD2
NFKB1,LGALS7
NFKB1,PLK4
NFKB1,TNFAIP2
IRF4,IRF1
IRF4,TRIM21
IRF8,TRIM21
ESRRG,CDKN1A
TBP,AGTR2
MAFA,CRYBA1
MYC,GLS
BCL6,IL10
TWIST1,HOXA9
NFKB1,HTRA1
RUNX1,ABO
PPARG,MRAP
TEAD1,NAIP
PPARG,POU5F1
NOTO,EOMES
NFKB1,KIT
HIF1A,QSOX1
NFKB1,GAST
NR3C1,KCNA3
GFI1,MYSM1
RUNX1,MYSM1
SMAD2,HOXD11
JUN,ADCYAP1
JUN,GNRH1
GATA4,ADCYAP1
GFI1,TP53
NRG1,LGALS1
NFKB1,DNMT1
NFYA,BMAL1
ZIC1,MYF5
TFE3,TXNIP
SATB1,TNFAIP3
NFKB1,HSPA1A
ZFP42,LIN28A
CEBPG,INS
SALL4,HOXA9
TP73,SLC5A5
NFKB1,KMT2A
RUNX1,PRKACA
NFE2L2,DLL4
NFE2L2,AKT1
NFE2L2,KDR
NR3C1,LRRK2
TBX15,ESR2
NFKB1,FOXO3
JUN,PSMC6
RXRA,BCO1
IRF4,KAT2B
NFE2L2,FABP4
ESRRG,GATA4
ZNF143,CHMP4A
ZNF143,POLR2A
ZNF395,IFIT1
FOXA2,FGL1
HIF1A,GPR35
HIF1A,RBMS1
SP7,KDM6B
SP7,KRT27
MYC,POLR3GL
NFKB1,NOTCH1
NFKB1,ADGRG3
ZBTB16,FGFR3
PPARA,ABCB5
PPARA,ABCB1
NFKB1,ACTB
JUN,PRKDC
JUNB,PRKDC
RUNX2,HBEGF
NFKB1,PADI4
NFKB1,TWSG1
RUNX1,IL22
NFKB1,MSTN
SMAD3,PSME3
SP7,SPP1
PPARA,ADSS2
PPARG,ADSS2
PPARG,PRPS1
JUNB,CFH
SFPQ,ADARB2
IRF3,DDX3X
IRF4,CIITA
TWIST1,FOXM1
ZEB1,ESRP1
ZEB1,RAB25
ZEB1,ST14
TWIST1,KLF17
CEBPG,ADAMTS4
HIF1A,MAPK14
HIF1A,PI3
NFKB1,HSD11B1
TBX20,PPARG
TBX20,TBX20
IRF3,CXCL10
SATB1,SATB1
GATA6,FGF5
NFKB1,RYK
DLX4,KRT5
MYC,SMARCA1
MYC,SMARCA4
NFKB1,USP24
NFKB1,AHR
NR1D1,CCL2
NFE2L2,BCL2L11
NR1D1,PCK1
NR1D1,G6PC1
CUX1,PIK3IP1
POU5F1,AHR
ID2,PER1
SREBF2,FGF19
IRF4,NOTCH2
SMAD3,ANGPTL4
PATZ1,BAX
PATZ1,STK36
PATZ1,TP53
NFKB1,CD59
JUN,SPHK1
JUNB,SPHK1
NFKB1,PDCD5
MAF,CARD11
JUN,HNRNPC
JUNB,HNRNPC
JUN,IFNE
JUNB,IFNE
HIF1A,BAX
HIF1A,ZNF667
HIF1A,NMBR
MYC,CASP1
MYC,LRP6
SREBF2,CYP51A1
IRF4,ITGAM
POU2F1,HMGA1
TCF3,YAP1
ZEB1,BMI1
NFE2L2,SLC15A1
NFKB1,IFNL2
NFKB1,IFNL3
POU5F1,MMP2
PPARG,UCP3
FOXA3,IKBKE
TBX3,CSF1
TBX3,JDP2
MXI1,MXI1
MXI1,MYCN
NFYA,PLK1
NFKB1,PDCD4
GATA6,SHH
TCF20,SQSTM1
SMAD3,TRIM63
JUN,ARG1
MYC,RNF31
MYC,RUNX3
HIF1A,CARM1
HIF1A,PRMT1
TBP,MANF
NFE2L2,SLC31A1
NFE2L2,MT1A
ESRRG,CREB3L3
ESRRG,CRP
NFKB1,MAML1
MYC,EBNA1BP2
BCL6,IFNA1
NFE2L2,HIF1A
HIF1A,NFE2L2
NFKB1,EIF5A
NR3C1,IL1B
SFPQ,CXCL8
JUN,ANKRD1
TEAD4,S1PR1
NR3C1,HRH1
TLX1,MEIS1
BCL6,IL21
BCL6,IL9
BCL6,IL2
ARNT,SDC4
HIF1A,SDC4
ZNF384,SDC4
DMAP1,CDKN1A
JUN,NOX4
JUNB,NOX4
NFKB1,RSF1
NFKB1,HGF
ATF6,DMP1
ATF6,DSPP
CEBPG,GNAI2
CEBPG,SP1
JUN,MAPK12
RUNX1,LAT2
HIF1A,FSCN1
POU2F1,IL17A
ARNT,CDKN2B
HSF2,ZFAND2A
MYC,DVL2
JUN,SMURF1
MYC,HBA1
GATA6,FZD2
CRX,KCNV2
CEBPG,HSPA4
NFE2L2,ACHE
RFX5,SIN3B
IRF4,ZBTB20
MYC,HDLBP
SATB1,CDKN1A
SATB1,TNFRSF8
TCF3,UNG
MEF2C,OGA
MEF2C,TAC1
GABPA,AR
HOXB2,KRT14
KLF14,FGFR1
CUX1,HBG1
NR1D1,TSHB
FOXA2,ABCA1
NR3C1,PPARG
PPARG,NR3C1
ZBTB16,CDKN1A
ZBTB16,CDKN2A
ZBTB16,SP1
ZBTB16,TP53
NFE2L2,CYP2C9
MYC,CTBP2
MYC,NOP16
SREBF1,CPE
JUNB,ERN1
IRF6,CXCL14
IRF6,TLR2
IRF6,IRAK1
IRF6,MYD88
IRF6,CCL5
IRF6,CXCL8
CRX,AANAT
KLF3,HBA1
ZNF521,ZNF423
MEF2C,HNRNPD
MYC,BSG
ARNT,GNRH1
ARNT,HSD17B8
ARNT,IGF1
ARNT,KISS1
ARNT,STS
ARNT,TAC3
NFKB1,RAC3
NFE2L2,FGFR1
NFE2L2,KRT27
NFE2L2,ME3
ZBTB16,IL4
GATA4,DLL1
PPARA,NAMPT
MEF2C,TNFSF11
NFKB1,IL31
PPARG,PLPP1
NFKB1,DEFB124
TBP,MT-ATP6
CTCFL,NOTCH3
KLF3,ITGB7
TFEB,GFAP
MYOG,MEGF10
JUN,JUND
ZEB1,CRYBB1
ZEB1,ACTG2
TBP,TPI1
HIF1A,PRDX3
ZEB1,SLC2A3
MYC,BTG1
MYC,KMT5B
JUN,PENK
HIF1A,LEPR
SMAD2,FGF2
SMAD3,FGF2
JUN,MAPRE2
JUNB,MAPRE2
POU4F2,GH1
POU4F2,PRL
JUN,PRB1
JUNB,PRB1
JUN,APRT
JUNB,APRT
MYOG,MYF6
HOXA7,ACTB
MYC,MYCN
CEBPG,SGIP1
JUN,GIP
JUNB,GIP
JUN,HMBS
JUNB,HMBS
MYC,AXIN1
MYC,FGFR1
JUN,MT1A
TBX15,SERPINA1
NR3C1,CYP1A1
HR,ACHE
HR,DLD
E4F1,TCF3
TCF3,IL2RG
TCF3,STXBP1
NR3C1,CSH1
HR,HIGD1A
MAF,MIF
MYC,IFNB1
MYC,RNASEL
ZNF362,IFNB1
TCF3,CISH
JUN,RHO
MYC,CD79A
NR3C1,NTS
HMGA1,CXCL14
CEBPG,CSN2
TBP,TAF1A
TBP,TAF1B
TBP,TAF1C
JDP2,IGBP1
JUN,DCN
CEBPG,CFTR
NFKB1,CSF3
MYC,IL7
JUN,MPZ
JUN,OAT
JUNB,OAT
NFKB1,OAT
FOXA2,IGFBP1
NFKB1,KCNA4
ARID5A,MBP
POU1F1,GHR
NFKB1,SMAD3
POU3F1,MBP
CEBPG,AFP
JUN,CRABP1
JUNB,CRABP1
PPARA,KLK15
PPARG,KLK15
HMGA1,IL4
JUN,ATM
JUNB,ATM
NFATC2,ATM
JUN,CYP11B1
JUNB,CYP11B1
HR,FCGR1A
NFKB1,NANOG
MZF1,CD34
PPARA,GSTP1
NFYA,UQCRQ
NFYA,KCNA1
NFYB,KCNA1
GATA4,IL5
TCF3,PRKACA
JUN,CCL7
JUNB,CCL7
POU4F2,PDLIM7
TBP,IL1B
MEF2A,MEOX2
JUNB,CYP11A1
JUNB,SST
JUN,MT2A
JUNB,MT2A
PHF20,ERVK-11
ZNF143,ERVK-11
HR,ORM1
ZNF362,PSG5
CEBPG,PSG6
CEBPG,U2AF1
CEBPG,GSTP1
ZNF362,GSTP1
ZNF362,U2AF1
RXRA,ICAM1
JUNB,DIDO1
JUN,FTMT
JUNB,FTMT
JUNB,HP
ABL1,TP53
NR3C1,ICAM1
NFYA,LDLR
NFKB1,ITGAX
DLX4,IGFBP1
TBP,PVR
CUX1,SELE
POU3F1,POU3F1
CEBPG,IGFBP1
IRF6,PLP1
POU1F1,REN
NFKB1,PKD1
GATA4,SERPINH1
FOSL1,NPPA
TBP,ERBB2
TBP,MYB
JUN,PRM3
JUNB,PRM3
MYC,PDIK1L
MEF2A,MYF6
CEBPG,AKR1A1
JUN,ATP6AP1
JUN,MRAP
FOXA2,SCGB1A1
NR3C1,PENK
JUN,RABEP2
JUNB,RABEP2
TEAD1,CS
JUNB,IL9
MYC,IL9
PPARA,RPS14
ZNF143,IFNA1
NFKB1,FTMT
JUN,DNASE1
JUNB,DNASE1
CEBPG,SST
NFYA,COL1A2
NR3C1,INSR
ZNF362,IGF1
ZNF362,HRAS
HR,ABCB1
MYC,PRKAR2B
JUN,HRAS
JUNB,HRAS
POU4F2,INA
POU4F2,POU4F3
JUN,TTR
JUNB,TTR
JUN,CASP1
HMGA1,IL2RA
NFKB1,LAMC1
HMGB2,HMGB2
DLX4,PDGFA
NFKB1,CD2
MYC,LTA
CUX1,NCAM1
HOXC5,TTF1
HOXD4,TTF1
HOXD8,TTF1
NR3C1,SST
HOXD9,CDH1
GSX1,GCLC
NFKB1,PREB
HOXD9,HOXD9
CEBPG,ADRA1D
PHF20,TGFB1I1
JUN,TNFAIP6
JUNB,TNFAIP6
POU2F1,ZFP42
CEBPG,AGT
TBP,GFAP
NFKB1,NFKB2
RUNX1,CSF1
CEBPG,INSR
NR3C1,DBH
HMGB2,ERCC3
HMGB2,HFM1
TCF3,TAL1
JUN,HPCAL1
JUNB,HPCAL1
MYC,CDK1
JUN,POSTN
JUNB,POSTN
FOSL1,POSTN
JUN,AMY2A
JUNB,AMY2A
HLX,IGHG1
NR3C1,GLUL
FOXA2,TAT
ZFP42,SPARC
NFE2L2,TFAM
POU2F1,IL3
POU2F1,FGF4
TBP,EGFR
TBP,EDF1
MYC,PALLD
JUN,HPGDS
NFKB1,CCL1
JUN,CTSB
JUNB,CTSB
POU1F1,TRH
POU2F1,ETS1
NFKB1,CKM
TSHZ1,HLA-E
TBP,MYOG
RXRA,TGFB1
JUN,CAPN1
JUNB,CAPN1
ZNF362,CRH
MYOG,DES
HMGA1,NFATC2
MYC,FGF8
JUN,RYK
JUNB,RYK
MEF2A,MYL2
TBP,RPL32
MYC,EIF2AK2
NFKB1,LXN
CEBPG,CCL3
CEBPG,JUN
ZNF410,MT1A
ZNF410,TGFA
CEBPG,APOA2
PHF20,GH1
PHF20,POU1F1
JUN,BABAM2
JUNB,BABAM2
MYOG,TNFRSF11A
NR3C1,H1-2
TCF3,STMN1
MEF2A,ALDOA
MYOG,MLC1
JUN,HBE1
JUNB,HBE1
JUN,PTHLH
JUNB,PTHLH
POU1F1,SLC25A5
GFI1,IL2
JUN,QRFP
JUNB,QRFP
NFKB1,SRF
POU1F1,HSPA9
SFPQ,HSPA9
JUN,RB1
JUNB,RB1
JUN,PSMA5
JUNB,PSMA5
NFKB1,PSMA5
TBP,SLC26A3
RUNX1,BGLAP
TEAD1,IVL
JUN,POU2F1
JUNB,POU2F1
JUN,SLC22A2
JUNB,SLC22A2
NFKB1,POU2F1
NFKB1,SLC25A1
MAFA,CASP1
JUN,DBH
JUNB,DBH
JUN,CDH13
JUNB,CDH13
MYC,THPO
FOXA2,TPO
CEBPG,SERPINA3
HOXB7,CA1
TEF,ALB
JUNB,GSTK1
JUNB,HPGDS
ZNF362,HBB
MEF2C,DES
CEBPG,PRKACA
POU2F1,CYP1A1
SREBF1,IGF1
MXI1,ODC1
MXI1,MAX
JUN,LAMB1
JUNB,LAMB1
ARNT,MMP10
TBP,SUPT3H
NRG1,KDR
DLX4,IFNB1
DLX4,IL7
POU5F1,PDGFRA
POU5F1,CGB8
FOXA2,TTF1
TBP,TAT
JUN,NFKBIA
ID2,GAP43
POU3F1,OXT
POU3F3,OXT
GABPA,CYP2B6
POU2F1,TSHB
GATA4,MLC1
NR3C1,MPG
POU3F1,CHRNA2
ELF2,CD79A
ELF2,LYN
MYC,TKT
NFKB1,RBM8A
POU1F1,THRB
SREBF1,FDPS
NFKB1,RB1
JUNB,DCN
FOSL1,DCN
HIF1A,HSP90AB1
MYOG,ACHE
PHF20,KRAS
TBP,RNASE1
ZNF362,MBP
HOXB7,IAPP
HR,DRD1
JUN,MELTF
JUNB,MELTF
JUN,PDYN
MZF1,MZF1
MYC,MPZ
POU2F1,OPRM1
NFKB1,ESAM
HR,LAMB1
NR3C1,LAMB1
MYOG,ACTB
POU2F1,CRISP3
ONECUT1,SI
TBP,SCGB1A1
HSF2,ALB
HMGA1,FCGRT
CEBPG,SOD1
HMGA1,CD28
HMGA1,CSF2
JUNB,NF1
MAF,RHO
TBP,GLUD1
JUN,XPR1
JUNB,XPR1
FOXA2,IGF1
JUN,POU1F1
JUNB,POU1F1
POU2F1,POU1F1
JUNB,ETS2
CEBPG,PECAM1
TBX15,TP53
FOSL1,NQO1
MYC,CSF1
HR,CIITA
NFATC2,RNASE3
JUN,NELFE
JUNB,NELFE
CEBPG,HGF
MYC,SP3
JUN,TAT
MYC,HBP1
JUNB,ACTB
JUNB,DYNC1H1
JUNB,GADD45A
JUN,IGFBP2
JUNB,IGFBP2
JUNB,SERPINB2
HR,CHRM4
SREBF1,GPAM
TBP,EPO
MEF2A,FASTK
MEF2A,TNNT1
MYC,GLB1
NFKB1,STAT6
MYC,TGFA
HMGB2,TNNC1
TBP,TAF11
GABPA,TPO
NFATC2,CD28
SREBF1,BGLAP
JUN,RHD
CEBPG,PFKFB3
HR,CISH
JUN,SPRR2A
CUX1,GSTK1
CEBPG,TOM1
GATA6,HDC
POU5F1,SLC2A3
JUN,HDC
JUNB,HDC
HR,CRHR1
FOXI1,CDH1
NFKB1,TNC
NEUROD1,HAND2
JUNB,SPI1
JUNB,TIMP3
CEBPG,IL1RN
JUN,PTH
JUNB,PTH
FOXA2,PCK1
TBP,LAT
TBP,LARGE1
GATA4,AGTR1
NEUROD1,KCNAB2
PPARA,APOC3
JUN,KLK3
JUNB,KLK3
MYOG,SDC1
CUX1,CD8A
CUX1,OAS1
SATB1,OAS1
POU2F1,THRB
POU4F2,SNAP25
PPARA,APOC2
NEUROD1,IAPP
CEBPG,YWHAZ
HIF1A,TF
ID2,NGF
JUN,IGHMBP2
JUNB,IGHMBP2
JUN,LGMN
JUNB,LGMN
JUN,SGPL1
JUNB,SGPL1
NFKB1,NFYA
CEBPG,ITGAX
MEF2A,MEF2D
TEAD1,GH1
POU1F1,NRIP1
JUN,CAMK4
JUNB,CAMK4
JUN,CCK
JUNB,CCK
ATF6,FOS
MYC,DNPH1
PRRX1,ACP3
JUN,IL1RL1
JUNB,IL1RL1
MYC,IL3
JUNB,VGF
JUN,CCL11
JUNB,CCL11
TBP,BGLAP
TCF3,RANGAP1
CEBPG,CCND2
MAF,PRB1
CEBPG,ITGAL
MYC,GAS1
CEBPG,SOD2
HSF2,TXN
JUN,DRD2
JUNB,DRD2
JUN,RAE1
JUNB,RAE1
JUN,UGT1A7
JUNB,UGT1A7
JUN,DIO2
JUNB,DIO2
JUN,MAPK9
JUNB,MAPK9
HMGA1,COL1A2
JUN,AQP1
JUNB,AQP1
NR3C1,PTHLH
MYOG,ATP2A1
MYOG,SLC25A5
CEBPG,CRH
TBP,TNFRSF11A
NFKB1,LCK
JUN,ERVK-11
SREBF1,LEP
JUN,KRT5
JUNB,KRT5
NR3C1,PRL
RREB1,CALCA
MEF2B,MYH11
JUN,LBP
JUNB,LBP
NFKB1,IFNA4
NEUROD1,DCT
TWIST1,MEF2C
NFKB1,ITGA2
NR3C1,SERPINB3
HR,FN1
JUNB,PDYN
JUN,CD68
GATA6,GLB1
NR3C1,MMP9
NFE2L2,SDHB
JUN,NLRP3
JUNB,NLRP3
JUN,KLK6
JUNB,KLK6
MEF2A,DES
NFKB1,PEG3
TBP,IGF2
CEBPG,XDH
TBP,SUB1
POU1F1,FSHB
POU1F1,LHB
POU3F1,ZFP42
CUX1,IL6
ZNF143,EEFSEC
HIF1A,AQP1
JUN,DLST
JUNB,DLST
JUN,LTA
NFKB1,TNFSF12
MAF,ANPEP
POU2F1,IL1B
MYC,ACTG2
ZNF384,PTH
ZBTB16,BMP2
HOXB7,NPPA
MEF2A,NGFR
CEBPG,AHSG
JUN,TOP3A
CEBPG,MPO
NFKB1,MCAT
JUN,REG1A
NFATC2,CREBBP
TBP,CFTR
TCF3,HSPA4
TCF3,LITAF
JUN,GAP43
JUNB,GAP43
JUN,UCP1
NFKB1,BLK
TEF,MYH13
TBP,H2AC19
TBX15,DLD
TBX15,KL
CEBPG,SLC34A1
FOXA2,HNF1A
TCF3,GCG
ATF6,NPPA
NFKB1,MAPK9
TBP,POLH
TFE3,PKLR
POU1F1,NCOR1
POU4F2,NCOR1
POU1F1,SAP30
POU4F2,ESR1
